Zip,County,State,Name,Latitude,Longitude,Type,Trauma,City
91706,LOS ANGELES,CA,KINDRED HOSPITAL BALDWIN PARK,34.063038932,-117.967437788,GENERAL ACUTE CARE,NOT AVAILABLE,BALDWIN PARK
90247,LOS ANGELES,CA,KINDRED HOSPITAL SOUTH BAY,33.890086444000104,-118.29743826200001,GENERAL ACUTE CARE,NOT AVAILABLE,GARDENA
90502,LOS ANGELES,CA,LAC/HARBOR-UCLA MEDICAL CENTER,33.8304737710001,-118.291713809,GENERAL ACUTE CARE,"I, II PEDIATRIC",TORRANCE
90242,LOS ANGELES,CA,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,33.928401502,-118.158878677,GENERAL ACUTE CARE,NOT AVAILABLE,DOWNEY
90712,LOS ANGELES,CA,LAKEWOOD REGIONAL MEDICAL CENTER,33.8597066200001,-118.148402965,GENERAL ACUTE CARE,NOT AVAILABLE,LAKEWOOD
90023,LOS ANGELES,CA,LOS ANGELES COMMUNITY HOSPITAL,34.0193463100001,-118.18651367,GENERAL ACUTE CARE,NOT AVAILABLE,LOS ANGELES
91342,LOS ANGELES,CA,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,34.325871721999995,-118.44576410200001,GENERAL ACUTE CARE,NOT AVAILABLE,SYLMAR
90018,LOS ANGELES,CA,LOS ANGELES METROPOLITAN MEDICAL CENTER,34.0351433110001,-118.30935703799999,GENERAL ACUTE CARE,NOT AVAILABLE,LOS ANGELES
90036,LOS ANGELES,CA,MIRACLE MILE MEDICAL CENTER,34.0573663500001,-118.36245857700001,GENERAL ACUTE CARE,NOT AVAILABLE,LOS ANGELES
91016,LOS ANGELES,CA,MONROVIA MEMORIAL HOSPITAL,34.1487586590001,-117.99266765700001,GENERAL ACUTE CARE,NOT AVAILABLE,MONROVIA
91754,LOS ANGELES,CA,MONTEREY PARK HOSPITAL,34.0494660590001,-118.138262231,GENERAL ACUTE CARE,NOT AVAILABLE,MONTEREY PARK
90036,LOS ANGELES,CA,OLYMPIA MEDICAL CENTER,34.0572922740001,-118.360527347,GENERAL ACUTE CARE,NOT AVAILABLE,LOS ANGELES
90012,LOS ANGELES,CA,"PACIFIC ALLIANCE MEDICAL CENTER, INC.",34.064880016000096,-118.23922776100001,GENERAL ACUTE CARE,NOT AVAILABLE,LOS ANGELES
90505,LOS ANGELES,CA,STAR VIEW ADOLESCENT - P H F,33.823914464,-118.35609694700001,PSYCHIATRIC,NOT AVAILABLE,TORRANCE
91307,LOS ANGELES,CA,WEST HILLS HOSPITAL AND MEDICAL CENTER,34.202859415,-118.62862367,GENERAL ACUTE CARE,NOT AVAILABLE,WEST HILLS
95023,SAN BENITO,CA,HAZEL HAWKINS MEMORIAL HOSPITAL,36.8342012480001,-121.386193641,GENERAL ACUTE CARE,NOT AVAILABLE,HOLLISTER
95023,SAN BENITO,CA,HAZEL HAWKINS MEMORIAL HOSPITAL D/P SNF,36.83551313,-121.386821065,GENERAL ACUTE CARE,NOT AVAILABLE,HOLLISTER
92879,RIVERSIDE,CA,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,33.8580833070001,-117.553858035,GENERAL ACUTE CARE,NOT AVAILABLE,CORONA
92882,RIVERSIDE,CA,CORONA REGIONAL MEDICAL CENTER-MAIN,33.873037698000104,-117.568320926,GENERAL ACUTE CARE,NOT AVAILABLE,CORONA
92543,RIVERSIDE,CA,HEMET VALLEY HEALTH CARE CENTER,33.752441505,-116.96043874600001,GENERAL ACUTE CARE,NOT AVAILABLE,HEMET
92201,RIVERSIDE,CA,JOHN F KENNEDY MEMORIAL HOSPITAL,33.7065682840001,-116.23525807,GENERAL ACUTE CARE,NOT AVAILABLE,INDIO
92571,RIVERSIDE,CA,KINDRED HOSPITAL RIVERSIDE,33.8124777130001,-117.222339483,GENERAL ACUTE CARE,NOT AVAILABLE,PERRIS
92201,RIVERSIDE,CA,TELECARE RIVERSIDE COUNTY PSYCHIATRIC HEALTH FACILITY,33.700864616,-116.221625706,PSYCHIATRIC,NOT AVAILABLE,INDIO
92225,RIVERSIDE,CA,PALO VERDE HOSPITAL,33.6128617690001,-114.595116279,GENERAL ACUTE CARE,NOT AVAILABLE,BLYTHE
95128,SANTA CLARA,CA,CRESTWOOD SAN JOSE PSYCHIATRIC HEALTH FACILITY,37.3112960340001,-121.91501656700001,PSYCHIATRIC,NOT AVAILABLE,SAN JOSE
95032,SANTA CLARA,CA,MISSION OAKS HOSPITAL,37.2447147330001,-121.94807381,GENERAL ACUTE CARE,NOT AVAILABLE,LOS GATOS
95128,SANTA CLARA,CA,SANTA CLARA VALLEY MEDICAL CENTER,37.3128895300001,-121.932962749,GENERAL ACUTE CARE,"I, II PEDIATRIC",SAN JOSE
96001,SHASTA,CA,PATIENTS' HOSPITAL OF REDDING,40.5859216490001,-122.41683089600001,GENERAL ACUTE CARE,NOT AVAILABLE,REDDING
94914,MARIN,CA,KENTFIELD REHABILITATION HOSPITAL,37.958706218,-122.552495864,GENERAL ACUTE CARE,NOT AVAILABLE,KENTFIELD
95338,MARIPOSA,CA,JOHN C FREMONT HEALTHCARE DISTRICT,37.500123903,-119.977314443,GENERAL ACUTE CARE,NOT AVAILABLE,MARIPOSA
96101,MODOC,CA,MODOC MEDICAL CENTER,41.4800562550001,-120.54574398700001,GENERAL ACUTE CARE,NOT AVAILABLE,ALTURAS
96104,MODOC,CA,SURPRISE VALLEY COMMUNITY HOSPITAL,41.5314890670001,-120.171428084,GENERAL ACUTE CARE,NOT AVAILABLE,CEDARVILLE
93654,FRESNO,CA,ADVENTIST MEDICAL CENTER - REEDLEY,36.608268331,-119.45214935,GENERAL ACUTE CARE,NOT AVAILABLE,REEDLEY
93710,FRESNO,CA,FRESNO SURGICAL HOSPITAL,36.8249140890001,-119.78216158,GENERAL ACUTE CARE,NOT AVAILABLE,FRESNO
94806,CONTRA COSTA,CA,DOCTORS MEDICAL CENTER - SAN PABLO,37.953255813000105,-122.336534407,GENERAL ACUTE CARE,NOT AVAILABLE,SAN PABLO
94583,CONTRA COSTA,CA,SAN RAMON REGIONAL MEDICAL CENTER SOUTH BUILDING,37.7745918470001,-121.957279019,GENERAL ACUTE CARE,NOT AVAILABLE,SAN RAMON
93309,KERN,CA,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,35.367191496,-119.057671839,GENERAL ACUTE CARE,NOT AVAILABLE,BAKERSFIELD
96122,PLUMAS,CA,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,39.8055505180001,-120.46281012799999,GENERAL ACUTE CARE,NOT AVAILABLE,PORTOLA
95971,PLUMAS,CA,PLUMAS DISTRICT HOSPITAL,39.9397289630001,-120.96170025299999,GENERAL ACUTE CARE,NOT AVAILABLE,QUINCY
96020,PLUMAS,CA,SENECA HEALTHCARE DISTRICT,40.305762606,-121.234767531,GENERAL ACUTE CARE,IV,CHESTER
96093,TRINITY,CA,TRINITY HOSPITAL,40.738083507000105,-122.939656929,GENERAL ACUTE CARE,NOT AVAILABLE,WEAVERVILLE
95841,SACRAMENTO,CA,HERITAGE OAKS HOSPITAL,38.6433945540001,-121.364680929,PSYCHIATRIC,NOT AVAILABLE,SACRAMENTO
95630,SACRAMENTO,CA,VIBRA HOSPITAL OF SACRAMENTO,38.681180581999996,-121.15820909700001,GENERAL ACUTE CARE,NOT AVAILABLE,FOLSOM
93901,MONTEREY,CA,SALINAS VALLEY MEMORIAL HOSPITAL,36.659030455999996,-121.645983804,GENERAL ACUTE CARE,NOT AVAILABLE,SALINAS
96160,NEVADA,CA,TAHOE FOREST HOSPITAL,39.3251073810001,-120.200773315,GENERAL ACUTE CARE,NOT AVAILABLE,TRUCKEE
92804,ORANGE,CA,"PACIFIC ORANGE HOSPITAL, LLC",33.815846992,-118.007181145,GENERAL ACUTE CARE,NOT AVAILABLE,ANAHEIM
90621,ORANGE,CA,ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS,33.8764186650001,-117.997897631,GENERAL ACUTE CARE,NOT AVAILABLE,BUENA PARK
92643,ORANGE,CA,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,33.7749859690001,-117.913092884,GENERAL ACUTE CARE,NOT AVAILABLE,GARDEN GROVE
92866,ORANGE,CA,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,33.782727173000104,-117.833891865,CHILDREN,NOT AVAILABLE,ORANGE
92680,ORANGE,CA,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,33.7474607400001,-117.831055631,GENERAL ACUTE CARE,NOT AVAILABLE,TUSTIN
92647,ORANGE,CA,HUNTINGTON BEACH HOSPITAL,33.70331242,-117.987858461,GENERAL ACUTE CARE,NOT AVAILABLE,HUNTINGTON BEACH
92706,ORANGE,CA,KINDRED HOSPITAL - SANTA ANA,33.762149703,-117.89159475,GENERAL ACUTE CARE,NOT AVAILABLE,SANTA ANA
92621,ORANGE,CA,KINDRED HOSPITAL BREA,33.934495886,-117.893948792,GENERAL ACUTE CARE,NOT AVAILABLE,BREA
92683,ORANGE,CA,KINDRED HOSPITAL WESTMINSTER,33.7635332090001,-117.99525596299999,GENERAL ACUTE CARE,NOT AVAILABLE,WESTMINSTER
90720,ORANGE,CA,LOS ALAMITOS MEDICAL CENTER,33.804413493,-118.067149759,GENERAL ACUTE CARE,NOT AVAILABLE,LOS ALAMITOS
92680,ORANGE,CA,FOOTHILL REGIONAL MEDICAL CENTER,33.7302566560001,-117.828571611,GENERAL ACUTE CARE,NOT AVAILABLE,TUSTIN
92670,ORANGE,CA,PLACENTIA LINDA HOSPITAL,33.8870517450001,-117.843204826,GENERAL ACUTE CARE,NOT AVAILABLE,PLACENTIA
92804,ORANGE,CA,WEST ANAHEIM MEDICAL CENTER,33.8253852140001,-117.99507363200001,GENERAL ACUTE CARE,NOT AVAILABLE,ANAHEIM
92705,ORANGE,CA,ORANGE COUNTY GLOBAL MEDICAL CENTER,33.7543838140001,-117.83342281899999,GENERAL ACUTE CARE,II,SANTA ANA
95361,STANISLAUS,CA,OAKDALE NURSING AND REHABILITATION CENTER,37.75916748,-120.86029886799999,REHABILITATION,NOT AVAILABLE,OAKDALE
95361,STANISLAUS,CA,OAK VALLEY DISTRICT HOSPITAL (2-RH),37.75761627200011,-120.860996573,GENERAL ACUTE CARE,NOT AVAILABLE,OAKDALE
95993,SUTTER,CA,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,39.131450212000104,-121.61345405799999,GENERAL ACUTE CARE,NOT AVAILABLE,YUBA CITY
95991,SUTTER,CA,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,39.155595609,-121.618435699,PSYCHIATRIC,NOT AVAILABLE,YUBA CITY
93277,TULARE,CA,KAWEAH DELTA  MENTAL HEALTH HOSPITAL D/P APH,36.320843946,-119.34823452799999,GENERAL ACUTE CARE,NOT AVAILABLE,VISALIA
93291,TULARE,CA,KAWEAH DELTA MEDICAL CENTER,36.3278429150001,-119.295100564,GENERAL ACUTE CARE,III,VISALIA
93277,TULARE,CA,KAWEAH DELTA REHABILITATION HOSPITAL,36.3226068330001,-119.34793469,GENERAL ACUTE CARE,NOT AVAILABLE,VISALIA
93277,TULARE,CA,KAWEAH DELTA SKILLED NURSING FACILITY,36.315776182,-119.29248312,GENERAL ACUTE CARE,NOT AVAILABLE,VISALIA
93274,TULARE,CA,TULARE REGIONAL MEDICAL CENTER,36.2211957590001,-119.33866084700001,GENERAL ACUTE CARE,NOT AVAILABLE,TULARE
30824,MCDUFFIE,GA,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,33.460137747,-82.507950463,GENERAL ACUTE CARE,NOT AVAILABLE,THOMSON
30327,FULTON,GA,WEST PACES MEDICAL CENTER,33.8425244310001,-84.427087362,GENERAL ACUTE CARE,NOT AVAILABLE,ATLANTA
31406,CHATHAM,GA,COASTAL HARBOR TREATMENT CENTER,32.012251428000106,-81.0955813739999,PSYCHIATRIC,NOT AVAILABLE,SAVANNAH
31406,CHATHAM,GA,GEORGIA REGIONAL HOSPITAL,32.00050407,-81.08090850799991,PSYCHIATRIC,NOT AVAILABLE,SAVANNAH
31503,WARE,GA,SATILLA PARK HOSPITAL,31.2452805230001,-82.39191998699991,PSYCHIATRIC,NOT AVAILABLE,WAYCROSS
31774,IRWIN,GA,IRWIN COUNTY HOSPITAL,31.6033805710001,-83.250998953,GENERAL ACUTE CARE,NOT AVAILABLE,OCILLA
31537,CHARLTON,GA,CHARLTON MEMORIAL HOSPITAL,30.845275348,-82.005057392,GENERAL ACUTE CARE,NOT AVAILABLE,FOLKSTON
27704,DURHAM,NC,NORTH CAROLINA SPECIALTY HOSPITAL,36.043036072000106,-78.896994669,GENERAL ACUTE CARE,NOT AVAILABLE,DURHAM
28117,IREDELL,NC,LAKE NORMAN REGIONAL MEDICAL CENTER,35.549204784000004,-80.85357229600001,GENERAL ACUTE CARE,NOT AVAILABLE,MOORESVILLE
28659,WILKES,NC,WILKES REGIONAL MEDICAL CENTER,36.1591930390001,-81.1579116459999,GENERAL ACUTE CARE,NOT AVAILABLE,NORTH WILKESBORO
27962,WASHINGTON,NC,WASHINGTON COUNTY HOSPITAL,35.8627820830001,-76.729283681,GENERAL ACUTE CARE,NOT AVAILABLE,PLYMOUTH
46254,MARION,IN,"NEUROPSYCHIATRIC HOSPITAL OF INDIANAPOLIS, LLC",39.826264759000004,-86.27898733599991,PSYCHIATRIC,NOT AVAILABLE,INDIANAPOLIS
47904,TIPPECANOE,IN,ST VINCENT SETON SPECIALTY HOSPITAL LAFAYETTE,40.4272035770001,-86.879435566,LONG TERM CARE,NOT AVAILABLE,LAFAYETTE
27804,NASH,NC,NASH GENERAL HOSPITAL,35.97615597,-77.852310808,GENERAL ACUTE CARE,NOT AVAILABLE,ROCKY MOUNT
28401,NEW HANOVER,NC,NEW HANOVER REGIONAL MEDICAL CENTER,34.2054638430001,-77.921284815,GENERAL ACUTE CARE,LEVEL II,WILMINGTON
95926,BUTTE,CA,ENLOE MEDICAL CENTER - COHASSET CAMPUS,39.752496894000004,-121.847996375,GENERAL ACUTE CARE,NOT AVAILABLE,CHICO
43082,DELAWARE,OH,WESTERVILLE MEDICAL CAMPUS,40.147119909000004,-82.93771350600001,GENERAL ACUTE CARE,NOT AVAILABLE,WESTERVILLE
70501,LAFAYETTE,LA,COMMUNITY SPECIALTY HOSPITAL,30.226120655,-92.0106280099999,LONG TERM CARE,NOT AVAILABLE,LAFAYETTE
70065,JEFFERSON,LA,OCHSNER EXTENDED CARE HOSPITAL OF KENNER,30.024785418000103,-90.271856572,LONG TERM CARE,NOT AVAILABLE,KENNER
70065,JEFFERSON,LA,ST. THERESA SPECIALTY HOSPITAL - KENNER,30.0275715550001,-90.271865191,LONG TERM CARE,NOT AVAILABLE,KENNER
70072,JEFFERSON,LA,WEST JEFFERSON MEDICAL CENTER,29.892213538000103,-90.09480449799999,GENERAL ACUTE CARE,NOT AVAILABLE,MARRERO
70128,ORLEANS,LA,BEACON BEHAVIORAL HOSPITAL-NEW ORLEANS,30.071342507000104,-89.94840267,PSYCHIATRIC,NOT AVAILABLE,NEW ORLEANS
70115,ORLEANS,LA,COMMUNITY CARE HOSPITAL,29.926033379,-90.095951105,PSYCHIATRIC,NOT AVAILABLE,NEW ORLEANS
70563,IBERIA,LA,DAUTERIVE HOSPITAL,30.006906976999996,-91.79452385299999,GENERAL ACUTE CARE,NOT AVAILABLE,NEW IBERIA
70364,TERREBONNE,LA,COMPASS BEHAVIORAL CENTER OF HOUMA,29.620860749000002,-90.74930614999991,PSYCHIATRIC,NOT AVAILABLE,HOUMA
43082,DELAWARE,OH,MOUNT CARMEL REHABILITATION HOSPITAL,40.144655739,-82.9485274419999,REHABILITATION,NOT AVAILABLE,WESTERVILLE
71360,RAPIDES,LA,CENTRAL LOUISIANA STATE HOSPITAL,31.327378942000102,-92.4401351129999,PSYCHIATRIC,NOT AVAILABLE,PINEVILLE
71303,RAPIDES,LA,LONGLEAF HOSPITAL,31.291979158000103,-92.504882784,PSYCHIATRIC,NOT AVAILABLE,ALEXANDRIA
71270,LINCOLN,LA,LIFECARE SPECIALTY HOSPITAL OF NORTH LOUISIANA,32.5140035050001,-92.631601055,LONG TERM CARE,NOT AVAILABLE,RUSTON
70131,ORLEANS,LA,SEASIDE BEHAVIORAL CENTER,29.910139846999996,-89.994665361,PSYCHIATRIC,NOT AVAILABLE,NEW ORLEANS
70648,ALLEN,LA,ALLEN PARISH HOSPITAL,30.492526417000104,-92.856017257,GENERAL ACUTE CARE,NOT AVAILABLE,KINDER
70427,WASHINGTON,LA,BOGALUSA - AMG SPECIALTY HOSPITAL,30.771481972000103,-89.853590848,LONG TERM CARE,NOT AVAILABLE,BOGALUSA
71222,UNION,LA,REEVES MEMORIAL MEDICAL CENTER,32.8239916700001,-92.65664868100001,GENERAL ACUTE CARE,NOT AVAILABLE,BERNICE
71373,CONCORDIA,LA,PROMISE HOSPITAL OF MISS-LOU,31.5611748630001,-91.4260669829999,LONG TERM CARE,NOT AVAILABLE,VIDALIA
71418,CALDWELL,LA,CITIZENS MEDICAL CENTER,32.0600399510001,-92.099137669,GENERAL ACUTE CARE,NOT AVAILABLE,COLUMBIA
71446,VERNON,LA,DOCTOR'S HOSPITAL AT DEER CREEK,31.135635347000104,-93.26882274799999,GENERAL ACUTE CARE,NOT AVAILABLE,LEESVILLE
71269,RICHLAND,LA,RICHARDSON MEDICAL CENTER,32.469062552,-91.75165057299989,GENERAL ACUTE CARE,NOT AVAILABLE,RAYVILLE
71322,AVOYELLES,LA,BUNKIE GENERAL HOSPITAL,30.9529786310001,-92.17627604599991,GENERAL ACUTE CARE,NOT AVAILABLE,BUNKIE
70526,ACADIA,LA,COMPASS BEHAVIORAL CENTER OF CROWLEY,30.2262782560001,-92.375577544,PSYCHIATRIC,NOT AVAILABLE,CROWLEY
66861,MARION,KS,ST. LUKE LIVING CENTER,38.34268709,-97.0105083349999,GENERAL ACUTE CARE,LEVEL IV,MARION
2841,NEWPORT,RI,"NAVAL HEALTH CLINIC NEW ENGLAND, NEWPORT",41.503930522000104,-71.321796131,GENERAL ACUTE CARE,NOT AVAILABLE,NEWPORT
70444,TANGIPAHOA,LA,SOUTHEAST REGIONAL MEDICAL CENTER,30.937128638,-90.51924696799989,LONG TERM CARE,NOT AVAILABLE,KENTWOOD
70403,TANGIPAHOA,LA,UNITED MEDICAL REHABILITATION HOSPITAL,30.463981619000002,-90.4605032279999,REHABILITATION,NOT AVAILABLE,HAMMOND
70739,EAST BATON ROUGE,LA,EAST LOUISIANA STATE HOSPITAL-GREENWELL SPRINGS,30.5775340800001,-90.99193873699991,GENERAL ACUTE CARE,NOT AVAILABLE,GREENWELL SPRINGS
70810,EAST BATON ROUGE,LA,THE NEUROMEDICAL CENTER SURGICAL HOSPITAL,30.380278924000002,-91.094034155,GENERAL ACUTE CARE,NOT AVAILABLE,BATON ROUGE
70633,CALCASIEU,LA,DEQUINCY MEMORIAL HOSPITAL,30.452520835,-93.436424441,GENERAL ACUTE CARE,NOT AVAILABLE,DEQUINCY
70601,CALCASIEU,LA,CALCASIEU OAKS PSYCHIATRIC HOSPITAL,30.204388899,-93.221548291,PSYCHIATRIC,NOT AVAILABLE,LAKE CHARLES
71103,CADDO,LA,UNIVERSITY HEALTH SHREVEPORT,32.480737033000004,-93.761659924,GENERAL ACUTE CARE,LEVEL I,SHREVEPORT
30662,FRANKLIN,GA,BROWN MEMORIAL CONVALESCENT CENTER,34.2832503650001,-83.118972365,LONG TERM CARE,NOT AVAILABLE,ROYSTON
54311,BROWN,WI,BROWN CTY COMMUNITY TREATMENT CENTER,44.522712261,-87.924827084,PSYCHIATRIC,NOT AVAILABLE,GREEN BAY
53704,DANE,WI,MENDOTA MENTAL HLTH INSTITUTE,43.133732168000094,-89.39856894,PSYCHIATRIC,NOT AVAILABLE,MADISON
53212,MILWAUKEE,WI,ORTHOPAEDIC HSPTL OF WI,43.097945927000104,-87.9146822229999,GENERAL ACUTE CARE,NOT AVAILABLE,GLENDALE
53072,WAUKESHA,WI,LIFECARE HOSPITALS OF WISCONSIN,43.0472930030001,-88.267085316,LONG TERM CARE,NOT AVAILABLE,PEWAUKEE
76301,WICHITA,TX,PROMISE HOSPITAL OF WICHITA FALLS,33.9027583210001,-98.49939510899999,LONG TERM CARE,NOT AVAILABLE,WICHITA FALLS
66743,CRAWFORD,KS,GIRARD MEDICAL CENTER,37.5146036630001,-94.857729814,CRITICAL ACCESS,LEVEL IV,GIRARD
92120,SAN DIEGO,CA,ALVARADO HOSPITAL MEDICAL CENTER,32.7768583530001,-117.057681266,GENERAL ACUTE CARE,NOT AVAILABLE,SAN DIEGO
92311,SAN BERNARDINO,CA,BARSTOW COMMUNITY HOSPITAL,34.892529532,-117.017193534,GENERAL ACUTE CARE,NOT AVAILABLE,BARSTOW
90706,LOS ANGELES,CA,BELLWOOD HEALTH CENTER,33.87120707,-118.116633631,PSYCHIATRIC,NOT AVAILABLE,BELLFLOWER
94117,SAN FRANCISCO,CA,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,37.768684281999995,-122.43453025299999,GENERAL ACUTE CARE,NOT AVAILABLE,SAN FRANCISCO
94110,SAN FRANCISCO,CA,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,37.747717858,-122.420767899,GENERAL ACUTE CARE,NOT AVAILABLE,SAN FRANCISCO
95354,STANISLAUS,CA,CENTRAL VALLEY SPECIALTY HOSPITAL,37.643566284,-120.99090488799999,LONG TERM CARE,NOT AVAILABLE,MODESTO
67068,KINGMAN,KS,KINGMAN COMMUNITY HOSPITAL,37.6476486760001,-98.123219981,CRITICAL ACCESS,LEVEL IV,KINGMAN
90806,LOS ANGELES,CA,COLLEGE MEDICAL CENTER,33.8070928700001,-118.19338992899999,GENERAL ACUTE CARE,NOT AVAILABLE,LONG BEACH
90813,LOS ANGELES,CA,COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,33.7882842860001,-118.194139118,GENERAL ACUTE CARE,NOT AVAILABLE,LONG BEACH
95817,SACRAMENTO,CA,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,38.55198584,-121.456443444,PSYCHIATRIC,NOT AVAILABLE,SACRAMENTO
94589,SOLANO,CA,CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,38.1306131040001,-122.24099877799999,PSYCHIATRIC,NOT AVAILABLE,VALLEJO
54985,WINNEBAGO,WI,WINNEBAGO MENTAL HLTH INSTITUTE,44.074749151000006,-88.51823742,PSYCHIATRIC,NOT AVAILABLE,WINNEBAGO
95355,STANISLAUS,CA,DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,37.6658240080001,-120.92223192799999,GENERAL ACUTE CARE,NOT AVAILABLE,MODESTO
92028,SAN DIEGO,CA,FALLBROOK HOSP DISTRICT SKILLED NURSING FACILITY,33.379440765,-117.24349977899999,GENERAL ACUTE CARE,NOT AVAILABLE,FALLBROOK
94577,ALAMEDA,CA,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,37.706406198,-122.16465451799999,GENERAL ACUTE CARE,NOT AVAILABLE,SAN LEANDRO
93436,SANTA BARBARA,CA,LOMPOC VALLEY MEDICAL CENTER COMPREHENSIVE CARE CENTER D/P S,34.641330845,-120.444777122,GENERAL ACUTE CARE,NOT AVAILABLE,LOMPOC
66030,JOHNSON,KS,MEADOWBROOK REHABILITATION HOSPITAL,38.8099679250001,-94.937864105,REHABILITATION,NOT AVAILABLE,GARDNER
92025,SAN DIEGO,CA,PALOMAR MEDICAL CENTER,33.12221694,-117.121370857,GENERAL ACUTE CARE,II,ESCONDIDO
90033,LOS ANGELES,CA,PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,34.0396037290001,-118.212794235,LONG TERM CARE,NOT AVAILABLE,LOS ANGELES
90723,LOS ANGELES,CA,PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS,33.8846318610001,-118.162267066,LONG TERM CARE,NOT AVAILABLE,PARAMOUNT
90231,LOS ANGELES,CA,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,34.0231795170001,-118.396989428,GENERAL ACUTE CARE,NOT AVAILABLE,CULVER CITY
91401,LOS ANGELES,CA,SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,34.176900695,-118.44749083399999,GENERAL ACUTE CARE,NOT AVAILABLE,VAN NUYS
95307,STANISLAUS,CA,TELECARE STANISLAUS COUNTY PHF,37.6002665880001,-120.96297303899999,PSYCHIATRIC,NOT AVAILABLE,CERES
93210,FRESNO,CA,DEPARTMENT OF STATE HOSPITAL - COALINGA,36.1335482900001,-120.240445956,PSYCHIATRIC,NOT AVAILABLE,COALINGA
31909,MUSCOGEE,GA,NORTHSIDE MEDICAL CENTER,32.5345247990001,-84.951212572,GENERAL ACUTE CARE,NOT AVAILABLE,COLUMBUS
90650,LOS ANGELES,CA,DEPARTMENT OF STATE HOSPITAL-METROPOLITAN,33.928031349,-118.06798967200001,PSYCHIATRIC,NOT AVAILABLE,NORWALK
66846,MORRIS,KS,MORRIS COUNTY HOSPITAL,38.6658171460001,-96.49964387200001,CRITICAL ACCESS,NOT AVAILABLE,COUNCIL GROVE
96028,SHASTA,CA,MAYERS MEMORIAL HOSPITAL,41.023889361,-121.424054412,GENERAL ACUTE CARE,NOT AVAILABLE,FALL RIVER MILLS
31014,BLECKLEY,GA,BLECKLEY MEMORIAL HOSPITAL,32.384922341,-83.34685487199991,CRITICAL ACCESS,NOT AVAILABLE,COCHRAN
90404,LOS ANGELES,CA,SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,34.027708681,-118.486892397,GENERAL ACUTE CARE,NOT AVAILABLE,SANTA MONICA
96001,SHASTA,CA,SHASTA COUNTY P H F,40.550135106,-122.38048822299999,PSYCHIATRIC,NOT AVAILABLE,REDDING
95062,SANTA CRUZ,CA,TELECARE SANTA CRUZ PHF,36.9833689210001,-121.993947054,PSYCHIATRIC,NOT AVAILABLE,SANTA CRUZ
92592,RIVERSIDE,CA,TEMECULA VALLEY HOSPITAL,33.480464468,-117.105954594,GENERAL ACUTE CARE,NOT AVAILABLE,TEMECULA
93060,VENTURA,CA,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA  HOSPITAL,34.366446695,-119.064914805,GENERAL ACUTE CARE,NOT AVAILABLE,SANTA PAULA
96001,SHASTA,CA,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,40.585174205,-122.41354964799999,GENERAL ACUTE CARE,NOT AVAILABLE,REDDING
30720,WHITFIELD,GA,HAMILTON MEDICAL CENTER,34.789734931999995,-84.984976922,GENERAL ACUTE CARE,LEVEL II,DALTON
31093,HOUSTON,GA,HOUSTON MEDICAL CENTER,32.6175939090001,-83.630934788,GENERAL ACUTE CARE,NOT AVAILABLE,WARNER ROBINS
30501,HALL,GA,"NORTHEAST GEORGIA MEDICAL CENTER, INC",34.30325528,-83.817928197,GENERAL ACUTE CARE,LEVEL II,GAINESVILLE
30281,HENRY,GA,PIEDMONT HENRY HOSPITAL,33.5103354300001,-84.227295178,GENERAL ACUTE CARE,NOT AVAILABLE,STOCKBRIDGE
31217,BIBB,GA,"REGENCY HOSPITAL COMPANY OF MACON, LLC",32.847705239,-83.6152774729999,GENERAL ACUTE CARE,NOT AVAILABLE,MACON
30344,FULTON,GA,REGENCY HOSPITAL OF SOUTH ATLANTA,33.680271706999996,-84.42689473899999,GENERAL ACUTE CARE,NOT AVAILABLE,EAST POINT
